geo_value,time_value,new_cases
wa,2020-07-15,742
wi,2020-07-15,821
wv,2020-07-15,150
wy,2020-07-15,35
ak,2020-07-16,78
al,2020-07-16,1934
ar,2020-07-16,817
az,2020-07-16,3259
ca,2020-07-16,9821
co,2020-07-16,571
ct,2020-07-16,114
dc,2020-07-16,50
de,2020-07-16,64
fl,2020-07-16,13965
ga,2020-07-16,3449
hi,2020-07-16,19
ia,2020-07-16,814
id,2020-07-16,685
il,2020-07-16,1257
in,2020-07-16,710
ks,2020-07-16,468
ky,2020-07-16,406
la,2020-07-16,2280
ma,2020-07-16,246
md,2020-07-16,648
me,2020-07-16,20
mi,2020-07-16,922
mn,2020-07-16,605
mo,2020-07-16,816
ms,2020-07-16,1230
mt,2020-07-16,135
nc,2020-07-16,1966
nd,2020-07-16,103
ne,2020-07-16,155
nh,2020-07-16,26
nj,2020-07-16,223
nm,2020-07-16,297
nv,2020-07-16,1447
ny,2020-07-16,769
oh,2020-07-16,1290
ok,2020-07-16,626
or,2020-07-16,428
pa,2020-07-16,806
pr,2020-07-16,76
ri,2020-07-16,71
sc,2020-07-16,1838
sd,2020-07-16,38
tn,2020-07-16,2479
tx,2020-07-16,14892
ut,2020-07-16,954
va,2020-07-16,904
vt,2020-07-16,7
wa,2020-07-16,1267
wi,2020-07-16,900
wv,2020-07-16,100
wy,2020-07-16,41
ak,2020-07-17,52
al,2020-07-17,2024
ar,2020-07-17,648
az,2020-07-17,3910
ca,2020-07-17,8553
co,2020-07-17,618
ct,2020-07-17,143
dc,2020-07-17,39
de,2020-07-17,223
fl,2020-07-17,11466
ga,2020-07-17,3905
hi,2020-07-17,23
ia,2020-07-17,553
id,2020-07-17,619
il,2020-07-17,1427
in,2020-07-17,733
ks,2020-07-17,571
ky,2020-07-17,522
la,2020-07-17,2179
ma,2020-07-17,245
md,2020-07-17,707
me,2020-07-17,38
mi,2020-07-17,753
mn,2020-07-17,666
mo,2020-07-17,865
ms,2020-07-17,1032
mt,2020-07-17,135
nc,2020-07-17,2367
nd,2020-07-17,124
ne,2020-07-17,227
nh,2020-07-17,26
nj,2020-07-17,50
nm,2020-07-17,318
nv,2020-07-17,1380
ny,2020-07-17,776
oh,2020-07-17,1679
ok,2020-07-17,700
or,2020-07-17,293
pa,2020-07-17,1004
pr,2020-07-17,153
ri,2020-07-17,82
sc,2020-07-17,1977
sd,2020-07-17,91
tn,2020-07-17,2279
tx,2020-07-17,11937
ut,2020-07-17,727
va,2020-07-17,1002
vt,2020-07-17,9
wa,2020-07-17,754
wi,2020-07-17,880
wv,2020-07-17,126
wy,2020-07-17,43
ak,2020-07-18,77
al,2020-07-18,2029
ar,2020-07-18,771
az,2020-07-18,2742
ca,2020-07-18,7486
co,2020-07-18,444
ct,2020-07-18,0
dc,2020-07-18,79
de,2020-07-18,92
fl,2020-07-18,10328
ga,2020-07-18,4688
hi,2020-07-18,20
ia,2020-07-18,410
id,2020-07-18,550
il,2020-07-18,1276
in,2020-07-18,841
ks,2020-07-18,305
ky,2020-07-18,579
la,2020-07-18,0
ma,2020-07-18,135
md,2020-07-18,835
me,2020-07-18,9
mi,2020-07-18,744
mn,2020-07-18,457
mo,2020-07-18,966
ms,2020-07-18,1017
mt,2020-07-18,105
nc,2020-07-18,1796
nd,2020-07-18,115
ne,2020-07-18,120
nh,2020-07-18,23
nj,2020-07-18,263
nm,2020-07-18,280
nv,2020-07-18,1182
ny,2020-07-18,754
oh,2020-07-18,1541
ok,2020-07-18,917
or,2020-07-18,347
pa,2020-07-18,701
pr,2020-07-18,189
ri,2020-07-18,0
sc,2020-07-18,1552
sd,2020-07-18,73
tn,2020-07-18,2517
tx,2020-07-18,9302
ut,2020-07-18,760
va,2020-07-18,940
vt,2020-07-18,4
wa,2020-07-18,959
wi,2020-07-18,978
wv,2020-07-18,111
wy,2020-07-18,39
ak,2020-07-19,116
al,2020-07-19,1552
ar,2020-07-19,695
az,2020-07-19,2359
ca,2020-07-19,6161
co,2020-07-19,354
ct,2020-07-19,0
dc,2020-07-19,67
de,2020-07-19,90
fl,2020-07-19,12478
ga,2020-07-19,3249
hi,2020-07-19,27
ia,2020-07-19,500
id,2020-07-19,571
il,2020-07-19,965
in,2020-07-19,917
ks,2020-07-19,303
ky,2020-07-19,977
la,2020-07-19,3116
ma,2020-07-19,94
md,2020-07-19,925
me,2020-07-19,42
mi,2020-07-19,529
mn,2020-07-19,734
mo,2020-07-19,817
ms,2020-07-19,792
mt,2020-07-19,62
nc,2020-07-19,1321
nd,2020-07-19,112
ne,2020-07-19,102
nh,2020-07-19,15
nj,2020-07-19,-31
nm,2020-07-19,235
nv,2020-07-19,1288
ny,2020-07-19,502
oh,2020-07-19,1111
ok,2020-07-19,209
or,2020-07-19,430
pa,2020-07-19,604
pr,2020-07-19,330
ri,2020-07-19,0
sc,2020-07-19,2374
sd,2020-07-19,43
tn,2020-07-19,1779
tx,2020-07-19,8080
ut,2020-07-19,785
va,2020-07-19,1057
vt,2020-07-19,12
wa,2020-07-19,920
wi,2020-07-19,830
wv,2020-07-19,96
wy,2020-07-19,18
ak,2020-07-20,140
al,2020-07-20,1503
ar,2020-07-20,699
az,2020-07-20,1559
ca,2020-07-20,10964
co,2020-07-20,424
ct,2020-07-20,162
dc,2020-07-20,78
de,2020-07-20,105
fl,2020-07-20,10347
ga,2020-07-20,2453
hi,2020-07-20,12
ia,2020-07-20,530
id,2020-07-20,394
il,2020-07-20,1172
in,2020-07-20,635
ks,2020-07-20,660
ky,2020-07-20,253
la,2020-07-20,3186
ma,2020-07-20,293
md,2020-07-20,554
me,2020-07-20,24
mi,2020-07-20,525
mn,2020-07-20,903
mo,2020-07-20,581
ms,2020-07-20,1251
mt,2020-07-20,87
nc,2020-07-20,1915
nd,2020-07-20,107
ne,2020-07-20,264
nh,2020-07-20,46
nj,2020-07-20,180
nm,2020-07-20,244
nv,2020-07-20,948
ny,2020-07-20,519
oh,2020-07-20,1236
ok,2020-07-20,170
or,2020-07-20,268
pa,2020-07-20,1021
pr,2020-07-20,220
ri,2020-07-20,111
sc,2020-07-20,1459
sd,2020-07-20,35
tn,2020-07-20,1639
tx,2020-07-20,8552
ut,2020-07-20,409
va,2020-07-20,945
vt,2020-07-20,10
wa,2020-07-20,797
wi,2020-07-20,703
wv,2020-07-20,94
wy,2020-07-20,61
ak,2020-07-21,106
al,2020-07-21,1364
ar,2020-07-21,728
az,2020-07-21,3500
ca,2020-07-21,11435
co,2020-07-21,493
ct,2020-07-21,41
dc,2020-07-21,88
de,2020-07-21,122
fl,2020-07-21,9440
ga,2020-07-21,3406
hi,2020-07-21,25
ia,2020-07-21,378
id,2020-07-21,555
il,2020-07-21,942
in,2020-07-21,710
ks,2020-07-21,273
ky,2020-07-21,646
la,2020-07-21,1691
ma,2020-07-21,291
md,2020-07-21,860
me,2020-07-21,12
mi,2020-07-21,657
mn,2020-07-21,350
mo,2020-07-21,1092
ms,2020-07-21,1635
mt,2020-07-21,91
nc,2020-07-21,1835
nd,2020-07-21,81
ne,2020-07-21,343
nh,2020-07-21,13
nj,2020-07-21,293
nm,2020-07-21,302
nv,2020-07-21,815
ny,2020-07-21,855
oh,2020-07-21,1047
ok,2020-07-21,890
or,2020-07-21,292
pa,2020-07-21,1055
pr,2020-07-21,244
ri,2020-07-21,82
sc,2020-07-21,1892
sd,2020-07-21,73
tn,2020-07-21,2190
tx,2020-07-21,7412
ut,2020-07-21,486
va,2020-07-21,996
vt,2020-07-21,6
wa,2020-07-21,832
wi,2020-07-21,1117
wv,2020-07-21,88
wy,2020-07-21,51
ak,2020-07-22,107
al,2020-07-22,1994
ar,2020-07-22,591
az,2020-07-22,1926
ca,2020-07-22,11981
co,2020-07-22,639
ct,2020-07-22,127
dc,2020-07-22,102
de,2020-07-22,46
fl,2020-07-22,9785
ga,2020-07-22,3314
hi,2020-07-22,17
ia,2020-07-22,487
id,2020-07-22,499
il,2020-07-22,1611
in,2020-07-22,757
ks,2020-07-22,552
ky,2020-07-22,480
la,2020-07-22,2771
ma,2020-07-22,290
md,2020-07-22,627
me,2020-07-22,-1
mi,2020-07-22,670
mn,2020-07-22,504
mo,2020-07-22,1303
ms,2020-07-22,1547
mt,2020-07-22,101
nc,2020-07-22,2452
nd,2020-07-22,160
ne,2020-07-22,296
nh,2020-07-22,33
nj,2020-07-22,389
nm,2020-07-22,311
nv,2020-07-22,1129
ny,2020-07-22,705
oh,2020-07-22,1527
ok,2020-07-22,972
or,2020-07-22,254
pa,2020-07-22,763
pr,2020-07-22,75
ri,2020-07-22,76
sc,2020-07-22,1705
sd,2020-07-22,58
tn,2020-07-22,2473
tx,2020-07-22,12628
ut,2020-07-22,566
va,2020-07-22,1022
vt,2020-07-22,0
wa,2020-07-22,672
wi,2020-07-22,712
wv,2020-07-22,40
wy,2020-07-22,50
ak,2020-07-23,79
al,2020-07-23,2091
ar,2020-07-23,1013
az,2020-07-23,2335
ca,2020-07-23,9487
co,2020-07-23,615
ct,2020-07-23,9
dc,2020-07-23,42
de,2020-07-23,132
fl,2020-07-23,10249
ga,2020-07-23,4305
hi,2020-07-23,55
ia,2020-07-23,588
id,2020-07-23,415
il,2020-07-23,1621
in,2020-07-23,929
ks,2020-07-23,475
ky,2020-07-23,607
la,2020-07-23,2296
ma,2020-07-23,302
md,2020-07-23,664
me,2020-07-23,15
mi,2020-07-23,711
mn,2020-07-23,760
mo,2020-07-23,1563
ms,2020-07-23,982
mt,2020-07-23,97
nc,2020-07-23,2252
nd,2020-07-23,126
ne,2020-07-23,332
nh,2020-07-23,23
nj,2020-07-23,242
nm,2020-07-23,335
nv,2020-07-23,1262
ny,2020-07-23,811
oh,2020-07-23,1444
ok,2020-07-23,671
or,2020-07-23,320
pa,2020-07-23,882
pr,2020-07-23,244
ri,2020-07-23,86
sc,2020-07-23,1564
sd,2020-07-23,66
tn,2020-07-23,2570
tx,2020-07-23,9347
ut,2020-07-23,521
va,2020-07-23,844
vt,2020-07-23,11
wa,2020-07-23,762
wi,2020-07-23,1052
wv,2020-07-23,240
wy,2020-07-23,59
ak,2020-07-24,66
al,2020-07-24,2110
ar,2020-07-24,990
az,2020-07-24,3357
ca,2020-07-24,9412
co,2020-07-24,667
ct,2020-07-24,544
dc,2020-07-24,78
de,2020-07-24,278
fl,2020-07-24,12444
ga,2020-07-24,4813
hi,2020-07-24,59
ia,2020-07-24,638
id,2020-07-24,528
il,2020-07-24,1600
in,2020-07-24,996
ks,2020-07-24,598
ky,2020-07-24,785
la,2020-07-24,2084
ma,2020-07-24,282
md,2020-07-24,930
me,2020-07-24,20
mi,2020-07-24,638
mn,2020-07-24,767
mo,2020-07-24,1575
ms,2020-07-24,1532
mt,2020-07-24,129
nc,2020-07-24,2051
nd,2020-07-24,121
ne,2020-07-24,356
nh,2020-07-24,57
nj,2020-07-24,458
nm,2020-07-24,312
nv,2020-07-24,966
ny,2020-07-24,753
oh,2020-07-24,1560
ok,2020-07-24,1147
or,2020-07-24,391
pa,2020-07-24,1187
pr,2020-07-24,220
ri,2020-07-24,76
sc,2020-07-24,2001
sd,2020-07-24,58
tn,2020-07-24,2091
tx,2020-07-24,7370
ut,2020-07-24,863
va,2020-07-24,1127
vt,2020-07-24,8
wa,2020-07-24,815
wi,2020-07-24,1018
wv,2020-07-24,201
wy,2020-07-24,58
ak,2020-07-25,118
al,2020-07-25,1393
ar,2020-07-25,732
az,2020-07-25,3740
ca,2020-07-25,6267
co,2020-07-25,809
ct,2020-07-25,0
dc,2020-07-25,68
de,2020-07-25,-27
fl,2020-07-25,12199
ga,2020-07-25,3768
hi,2020-07-25,71
ia,2020-07-25,452
id,2020-07-25,561
il,2020-07-25,1426
in,2020-07-25,922
ks,2020-07-25,455
ky,2020-07-25,832
la,2020-07-25,0
ma,2020-07-25,184
md,2020-07-25,1288
me,2020-07-25,33
mi,2020-07-25,550
mn,2020-07-25,803
mo,2020-07-25,1399
ms,2020-07-25,1396
mt,2020-07-25,221
nc,2020-07-25,1807
nd,2020-07-25,122
ne,2020-07-25,221
nh,2020-07-25,40
nj,2020-07-25,513
nm,2020-07-25,313
nv,2020-07-25,931
ny,2020-07-25,750
oh,2020-07-25,1438
ok,2020-07-25,965
or,2020-07-25,388
pa,2020-07-25,823
pr,2020-07-25,248
ri,2020-07-25,0
sc,2020-07-25,1401
sd,2020-07-25,104
tn,2020-07-25,1718
tx,2020-07-25,9872
ut,2020-07-25,661
va,2020-07-25,1245
vt,2020-07-25,11
wa,2020-07-25,1025
wi,2020-07-25,953
wv,2020-07-25,122
wy,2020-07-25,41
ak,2020-07-26,233
al,2020-07-26,1760
ar,2020-07-26,642
az,2020-07-26,1973
ca,2020-07-26,5836
co,2020-07-26,547
ct,2020-07-26,0
dc,2020-07-26,63
de,2020-07-26,115
fl,2020-07-26,9344
ga,2020-07-26,2765
hi,2020-07-26,63
ia,2020-07-26,471
id,2020-07-26,352
il,2020-07-26,1541
in,2020-07-26,852
ks,2020-07-26,281
ky,2020-07-26,318
la,2020-07-26,3840
ma,2020-07-26,143
md,2020-07-26,694
me,2020-07-26,24
mi,2020-07-26,1037
mn,2020-07-26,862
mo,2020-07-26,1126
ms,2020-07-26,1173
mt,2020-07-26,82
nc,2020-07-26,1591
nd,2020-07-26,140
ne,2020-07-26,223
nh,2020-07-26,21
nj,2020-07-26,505
nm,2020-07-26,254
nv,2020-07-26,1027
ny,2020-07-26,536
oh,2020-07-26,889
ok,2020-07-26,1204
or,2020-07-26,266
pa,2020-07-26,630
pr,2020-07-26,194
ri,2020-07-26,0
sc,2020-07-26,1191
sd,2020-07-26,88
tn,2020-07-26,3140
tx,2020-07-26,3626
ut,2020-07-26,350
va,2020-07-26,958
vt,2020-07-26,4
wa,2020-07-26,786
wi,2020-07-26,957
wv,2020-07-26,114
wy,2020-07-26,29
ak,2020-07-27,110
al,2020-07-27,1308
ar,2020-07-27,824
az,2020-07-27,1813
ca,2020-07-27,5833
co,2020-07-27,229
ct,2020-07-27,207
dc,2020-07-27,78
de,2020-07-27,116
fl,2020-07-27,8892
ga,2020-07-27,2890
hi,2020-07-27,28
ia,2020-07-27,339
id,2020-07-27,514
il,2020-07-27,1231
in,2020-07-27,535
ks,2020-07-27,514
ky,2020-07-27,504
la,2020-07-27,2343
ma,2020-07-27,385
md,2020-07-27,1128
me,2020-07-27,18
mi,2020-07-27,510
mn,2020-07-27,650
mo,2020-07-27,1329
ms,2020-07-27,627
mt,2020-07-27,39
nc,2020-07-27,2049
nd,2020-07-27,110
ne,2020-07-27,281
nh,2020-07-27,5
nj,2020-07-27,449
nm,2020-07-27,460
nv,2020-07-27,988
ny,2020-07-27,608
oh,2020-07-27,1104
ok,2020-07-27,1400
or,2020-07-27,330
pa,2020-07-27,1250
pr,2020-07-27,180
ri,2020-07-27,291
sc,2020-07-27,1218
sd,2020-07-27,47
tn,2020-07-27,2553
tx,2020-07-27,6227
ut,2020-07-27,436
va,2020-07-27,1505
vt,2020-07-27,2
wa,2020-07-27,686
wi,2020-07-27,590
wv,2020-07-27,110
wy,2020-07-27,45
ak,2020-07-28,135
al,2020-07-28,1442
ar,2020-07-28,734
az,2020-07-28,2107
ca,2020-07-28,12641
co,2020-07-28,749
ct,2020-07-28,94
dc,2020-07-28,87
de,2020-07-28,70
fl,2020-07-28,9230
ga,2020-07-28,4209
hi,2020-07-28,46
ia,2020-07-28,232
id,2020-07-28,528
il,2020-07-28,1074
in,2020-07-28,771
ks,2020-07-28,254
ky,2020-07-28,525
la,2020-07-28,1121
ma,2020-07-28,356
md,2020-07-28,648
me,2020-07-28,6
mi,2020-07-28,783
mn,2020-07-28,478
mo,2020-07-28,1692
ms,2020-07-28,1304
mt,2020-07-28,94
nc,2020-07-28,1608
nd,2020-07-28,155
ne,2020-07-28,258
nh,2020-07-28,59
nj,2020-07-28,483
nm,2020-07-28,289
nv,2020-07-28,1105
ny,2020-07-28,534
oh,2020-07-28,1320
ok,2020-07-28,1090
or,2020-07-28,320
pa,2020-07-28,1088
pr,2020-07-28,169
ri,2020-07-28,210
sc,2020-07-28,1692
sd,2020-07-28,48
tn,2020-07-28,2555
tx,2020-07-28,8170
ut,2020-07-28,446
va,2020-07-28,922
vt,2020-07-28,3
wa,2020-07-28,884
wi,2020-07-28,762
wv,2020-07-28,121
wy,2020-07-28,69
ak,2020-07-29,93
al,2020-07-29,1954
ar,2020-07-29,787
az,2020-07-29,2339
ca,2020-07-29,14151
co,2020-07-29,482
ct,2020-07-29,463
dc,2020-07-29,54
de,2020-07-29,126
fl,2020-07-29,9446
ga,2020-07-29,3271
hi,2020-07-29,108
ia,2020-07-29,695
id,2020-07-29,454
il,2020-07-29,1395
in,2020-07-29,621
ks,2020-07-29,533
ky,2020-07-29,616
la,2020-07-29,1735
ma,2020-07-29,351
md,2020-07-29,761
me,2020-07-29,28
mi,2020-07-29,1013
mn,2020-07-29,666
mo,2020-07-29,1761
ms,2020-07-29,1719
mt,2020-07-29,202
nc,2020-07-29,2364
nd,2020-07-29,86
ne,2020-07-29,265
nh,2020-07-29,13
nj,2020-07-29,305
nm,2020-07-29,345
nv,2020-07-29,870
ny,2020-07-29,715
oh,2020-07-29,1396
ok,2020-07-29,848
or,2020-07-29,313
pa,2020-07-29,856
pr,2020-07-29,115
ri,2020-07-29,75
sc,2020-07-29,1737
sd,2020-07-29,146
tn,2020-07-29,1778
tx,2020-07-29,10575
ut,2020-07-29,339
va,2020-07-29,999
vt,2020-07-29,1
wa,2020-07-29,780
wi,2020-07-29,870
wv,2020-07-29,157
wy,2020-07-29,39
ak,2020-07-30,122
al,2020-07-30,2012
ar,2020-07-30,791
az,2020-07-30,2525
ca,2020-07-30,8021
co,2020-07-30,408
ct,2020-07-30,130
dc,2020-07-30,58
de,2020-07-30,87
fl,2020-07-30,9956
ga,2020-07-30,3963
hi,2020-07-30,124
ia,2020-07-30,662
id,2020-07-30,568
il,2020-07-30,1772
in,2020-07-30,954
ks,2020-07-30,294
ky,2020-07-30,659
la,2020-07-30,1708
ma,2020-07-30,354
md,2020-07-30,892
me,2020-07-30,22
mi,2020-07-30,806
mn,2020-07-30,745
mo,2020-07-30,2197
ms,2020-07-30,1775
mt,2020-07-30,138
nc,2020-07-30,1951
nd,2020-07-30,74
ne,2020-07-30,344
nh,2020-07-30,31
nj,2020-07-30,370
nm,2020-07-30,252
nv,2020-07-30,1018
ny,2020-07-30,777
oh,2020-07-30,1733
ok,2020-07-30,1117
or,2020-07-30,410
pa,2020-07-30,868
pr,2020-07-30,220
ri,2020-07-30,150
sc,2020-07-30,1726
sd,2020-07-30,43
tn,2020-07-30,2049
tx,2020-07-30,9272
ut,2020-07-30,502
va,2020-07-30,911
vt,2020-07-30,1
wa,2020-07-30,818
wi,2020-07-30,1059
wv,2020-07-30,98
wy,2020-07-30,58
ak,2020-07-31,111
al,2020-07-31,1602
ar,2020-07-31,752
az,2020-07-31,3212
ca,2020-07-31,7622
co,2020-07-31,605
ct,2020-07-31,140
dc,2020-07-31,69
de,2020-07-31,99
fl,2020-07-31,9007
ga,2020-07-31,4066
hi,2020-07-31,122
ia,2020-07-31,468
id,2020-07-31,474
il,2020-07-31,1980
in,2020-07-31,901
ks,2020-07-31,479
ky,2020-07-31,765
la,2020-07-31,1799
ma,2020-07-31,353
md,2020-07-31,1169
me,2020-07-31,24
mi,2020-07-31,782
mn,2020-07-31,771
mo,2020-07-31,1477
ms,2020-07-31,1168
mt,2020-07-31,151
nc,2020-07-31,1988
nd,2020-07-31,168
ne,2020-07-31,445
nh,2020-07-31,39
nj,2020-07-31,690
nm,2020-07-31,212
nv,2020-07-31,1264
ny,2020-07-31,644
oh,2020-07-31,1533
ok,2020-07-31,747
or,2020-07-31,361
pa,2020-07-31,980
pr,2020-07-31,77
ri,2020-07-31,72
sc,2020-07-31,1444
sd,2020-07-31,78
tn,2020-07-31,3088
tx,2020-07-31,11313
ut,2020-07-31,500
va,2020-07-31,984
vt,2020-07-31,7
wa,2020-07-31,0
wi,2020-07-31,832
wv,2020-07-31,204
wy,2020-07-31,40
ak,2020-08-01,150
al,2020-08-01,2033
ar,2020-08-01,662
az,2020-08-01,2992
ca,2020-08-01,6057
co,2020-08-01,458
ct,2020-08-01,0
dc,2020-08-01,79
de,2020-08-01,89
fl,2020-08-01,9642
ga,2020-08-01,3660
hi,2020-08-01,86
ia,2020-08-01,540
id,2020-08-01,394
il,2020-08-01,1639
in,2020-08-01,968
ks,2020-08-01,228
ky,2020-08-01,572
la,2020-08-01,0
ma,2020-08-01,152
md,2020-08-01,1019
me,2020-08-01,25
mi,2020-08-01,751
mn,2020-08-01,725
mo,2020-08-01,1016
ms,2020-08-01,1134
mt,2020-08-01,116
nc,2020-08-01,1402
nd,2020-08-01,133
ne,2020-08-01,180
nh,2020-08-01,31
nj,2020-08-01,369
nm,2020-08-01,196
nv,2020-08-01,986
ny,2020-08-01,753
oh,2020-08-01,928
ok,2020-08-01,1244
or,2020-08-01,325
pa,2020-08-01,681
pr,2020-08-01,546
ri,2020-08-01,0
sc,2020-08-01,1583
sd,2020-08-01,98
tn,2020-08-01,2225
tx,2020-08-01,6512
ut,2020-08-01,506
va,2020-08-01,913
vt,2020-08-01,7
wa,2020-08-01,1738
wi,2020-08-01,1062
wv,2020-08-01,159
wy,2020-08-01,43
ak,2020-08-02,148
al,2020-08-02,1159
ar,2020-08-02,637
az,2020-08-02,1465
ca,2020-08-02,5562
co,2020-08-02,460
ct,2020-08-02,0
dc,2020-08-02,69
de,2020-08-02,72
fl,2020-08-02,7104
ga,2020-08-02,3165
hi,2020-08-02,45
ia,2020-08-02,430
id,2020-08-02,0
il,2020-08-02,1470
in,2020-08-02,735
ks,2020-08-02,279
ky,2020-08-02,462
la,2020-08-02,3467
ma,2020-08-02,121
md,2020-08-02,909
me,2020-08-02,21
mi,2020-08-02,426
mn,2020-08-02,759
mo,2020-08-02,552
ms,2020-08-02,672
mt,2020-08-02,112
nc,2020-08-02,1370
nd,2020-08-02,58
ne,2020-08-02,311
nh,2020-08-02,20
nj,2020-08-02,321
nm,2020-08-02,220
nv,2020-08-02,1131
ny,2020-08-02,531
oh,2020-08-02,944
ok,2020-08-02,494
or,2020-08-02,280
pa,2020-08-02,565
pr,2020-08-02,292
ri,2020-08-02,0
sc,2020-08-02,1189
sd,2020-08-02,86
tn,2020-08-02,1443
tx,2020-08-02,3529
ut,2020-08-02,473
va,2020-08-02,981
vt,2020-08-02,5
wa,2020-08-02,632
wi,2020-08-02,922
wv,2020-08-02,120
wy,2020-08-02,39
ak,2020-08-03,77
al,2020-08-03,1044
ar,2020-08-03,787
az,2020-08-03,1030
ca,2020-08-03,4676
co,2020-08-03,241
ct,2020-08-03,252
dc,2020-08-03,39
de,2020-08-03,106
fl,2020-08-03,4752
ga,2020-08-03,2258
hi,2020-08-03,206
ia,2020-08-03,182
id,2020-08-03,560
il,2020-08-03,1298
in,2020-08-03,576
ks,2020-08-03,561
ky,2020-08-03,323
la,2020-08-03,1099
ma,2020-08-03,381
md,2020-08-03,870
me,2020-08-03,12
mi,2020-08-03,615
mn,2020-08-03,613
mo,2020-08-03,1030
ms,2020-08-03,572
mt,2020-08-03,40
nc,2020-08-03,1580
nd,2020-08-03,125
ne,2020-08-03,254
nh,2020-08-03,26
nj,2020-08-03,264
nm,2020-08-03,114
nv,2020-08-03,994
ny,2020-08-03,545
oh,2020-08-03,932
ok,2020-08-03,377
or,2020-08-03,269
pa,2020-08-03,861
pr,2020-08-03,278
ri,2020-08-03,224
sc,2020-08-03,1163
sd,2020-08-03,64
tn,2020-08-03,1009
tx,2020-08-03,8474
ut,2020-08-03,354
va,2020-08-03,1324
vt,2020-08-03,1
wa,2020-08-03,542
wi,2020-08-03,404
wv,2020-08-03,120
wy,2020-08-03,40
ak,2020-08-04,68
al,2020-08-04,955
ar,2020-08-04,784
az,2020-08-04,1008
ca,2020-08-04,9834
co,2020-08-04,426
ct,2020-08-04,48
dc,2020-08-04,85
de,2020-08-04,82
fl,2020-08-04,5446
ga,2020-08-04,2513
hi,2020-08-04,143
ia,2020-08-04,326
id,2020-08-04,566
il,2020-08-04,1471
in,2020-08-04,822
ks,2020-08-04,350
ky,2020-08-04,689
la,2020-08-04,3615
ma,2020-08-04,324
md,2020-08-04,710
me,2020-08-04,7
mi,2020-08-04,711
mn,2020-08-04,602
mo,2020-08-04,1208
ms,2020-08-04,1074
mt,2020-08-04,81
nc,2020-08-04,1227
nd,2020-08-04,148
ne,2020-08-04,222
nh,2020-08-04,33
nj,2020-08-04,356
nm,2020-08-04,210
nv,2020-08-04,980
ny,2020-08-04,746
oh,2020-08-04,1143
ok,2020-08-04,861
or,2020-08-04,333
pa,2020-08-04,830
pr,2020-08-04,300
ri,2020-08-04,144
sc,2020-08-04,1239
sd,2020-08-04,57
tn,2020-08-04,1805
tx,2020-08-04,9534
ut,2020-08-04,378
va,2020-08-04,1145
vt,2020-08-04,4
wa,2020-08-04,664
wi,2020-08-04,728
wv,2020-08-04,81
wy,2020-08-04,36
ak,2020-08-05,59
al,2020-08-05,1866
ar,2020-08-05,912
az,2020-08-05,1698
ca,2020-08-05,3921
co,2020-08-05,594
ct,2020-08-05,115
dc,2020-08-05,45
de,2020-08-05,159
fl,2020-08-05,5409
ga,2020-08-05,3765
hi,2020-08-05,172
ia,2020-08-05,605
id,2020-08-05,472
il,2020-08-05,1759
in,2020-08-05,720
ks,2020-08-05,474
ky,2020-08-05,544
la,2020-08-05,1482
ma,2020-08-05,347
md,2020-08-05,572
me,2020-08-05,17
mi,2020-08-05,632
mn,2020-08-05,617
mo,2020-08-05,1192
ms,2020-08-05,1245
mt,2020-08-05,115
nc,2020-08-05,1953
nd,2020-08-05,124
ne,2020-08-05,311
nh,2020-08-05,26
nj,2020-08-05,357
nm,2020-08-05,226
nv,2020-08-05,649
ny,2020-08-05,636
oh,2020-08-05,1199
ok,2020-08-05,1101
or,2020-08-05,279
pa,2020-08-05,722
pr,2020-08-05,271
ri,2020-08-05,91
sc,2020-08-05,1282
sd,2020-08-05,88
tn,2020-08-05,1657
tx,2020-08-05,10885
ut,2020-08-05,421
va,2020-08-05,798
vt,2020-08-05,5
wa,2020-08-05,705
wi,2020-08-05,884
wv,2020-08-05,103
wy,2020-08-05,39
ak,2020-08-06,46
al,2020-08-06,1721
ar,2020-08-06,735
az,2020-08-06,1453
ca,2020-08-06,10733
co,2020-08-06,448
ct,2020-08-06,20
dc,2020-08-06,75
de,2020-08-06,69
fl,2020-08-06,7650
ga,2020-08-06,3182
hi,2020-08-06,151
ia,2020-08-06,723
id,2020-08-06,693
il,2020-08-06,1953
in,2020-08-06,1040
ks,2020-08-06,361
ky,2020-08-06,513
la,2020-08-06,1303
ma,2020-08-06,382
md,2020-08-06,579
me,2020-08-06,5
mi,2020-08-06,762
mn,2020-08-06,861
mo,2020-08-06,1159
ms,2020-08-06,956
mt,2020-08-06,173
nc,2020-08-06,1866
nd,2020-08-06,120
ne,2020-08-06,332
nh,2020-08-06,23
nj,2020-08-06,374
nm,2020-08-06,207
nv,2020-08-06,729
ny,2020-08-06,703
oh,2020-08-06,1166
ok,2020-08-06,837
or,2020-08-06,246
pa,2020-08-06,801
pr,2020-08-06,140
ri,2020-08-06,130
sc,2020-08-06,1325
sd,2020-08-06,105
tn,2020-08-06,2252
tx,2020-08-06,7111
ut,2020-08-06,587
va,2020-08-06,818
vt,2020-08-06,9
wa,2020-08-06,833
wi,2020-08-06,839
wv,2020-08-06,116
wy,2020-08-06,30
ak,2020-08-07,68
al,2020-08-07,1851
ar,2020-08-07,1011
az,2020-08-07,1397
ca,2020-08-07,5475
co,2020-08-07,457
ct,2020-08-07,75
dc,2020-08-07,71
de,2020-08-07,80
fl,2020-08-07,7686
ga,2020-08-07,4109
